corpus_id,bucket,register,category,court,question_type,level,WC,FRE,ARI,TTR,MTLD,MCD,MaxCD,MLS,MLC,CT_T,DC_C,NomR,MAL,MaxAL,LeftBR,MeanArcCross,MaxArcCross,n_sent
wikitext_211265_602,baseline,wikitext_modern_encyclopedic,,,,,121,68.307,7.655,0.7769,151.83,1.6,3,24.2,8.643,0.75,0.6429,0.0556,3.1449,14.6,0.5,1.5315,4.4,5
wikitext_720461_603,baseline,wikitext_modern_encyclopedic,,,,,181,23.795,17.416,0.6464,103.36,1.8,3,36.2,9.05,0.7143,0.75,0.1071,2.8484,19.8,0.483,1.5304,4.2,5
wikitext_720461_604,baseline,wikitext_modern_encyclopedic,,,,,183,36.875,9.195,0.6868,132.98,1.3333,3,20.333,7.957,0.8182,0.6522,0.0723,2.5082,9.444,0.5172,1.142,3.444,9
wikitext_720461_605,baseline,wikitext_modern_encyclopedic,,,,,235,62.413,4.516,0.6316,81.63,0.8125,2,14.688,6.714,0.625,0.6286,0.0538,1.9199,6.875,0.4842,0.7024,2.25,16
wikitext_226629_606,baseline,wikitext_modern_encyclopedic,,,,,157,63.367,9.478,0.5944,50.82,0.8571,2,22.429,12.077,0.4286,0.5385,0.0492,2.4567,10.857,0.5733,1.1887,3.714,7
wikitext_194680_607,baseline,wikitext_modern_encyclopedic,,,,,249,42.058,15.68,0.6527,75.63,0.75,2,31.125,16.6,0.5556,0.4667,0.0395,2.8147,18.0,0.473,1.501,3.875,8
wikitext_995809_608,baseline,wikitext_modern_encyclopedic,,,,,206,59.511,12.104,0.5928,72.33,1.5714,3,29.429,10.842,1.0,0.6316,0.0,2.9095,17.286,0.5176,1.6008,4.714,7
wikitext_25133_609,baseline,wikitext_modern_encyclopedic,,,,,169,60.106,12.085,0.6582,111.68,1.5,3,28.167,10.562,0.8333,0.625,0.0,2.7199,13.333,0.454,1.4386,4.167,6
wikitext_932665_610,baseline,wikitext_modern_encyclopedic,,,,,172,67.562,10.71,0.6203,92.8,1.0,2,28.667,13.231,0.6667,0.5385,0.0,2.6809,14.667,0.4518,1.4061,4.333,6
wikitext_680856_611,baseline,wikitext_modern_encyclopedic,,,,,181,66.376,12.167,0.5449,76.72,2.0,3,30.167,9.526,0.8571,0.6842,0.0145,2.8215,15.833,0.4457,1.5578,4.833,6
wikitext_680856_612,baseline,wikitext_modern_encyclopedic,,,,,141,66.99,8.505,0.6742,102.9,0.4286,1,20.143,11.75,0.5,0.4167,0.0213,2.5652,11.143,0.4328,1.2725,3.571,7
wikitext_638215_613,baseline,wikitext_modern_encyclopedic,,,,,231,62.124,10.243,0.5688,82.82,1.2,3,23.1,10.043,0.9091,0.5652,0.0323,2.2942,10.6,0.457,1.0909,3.4,10
wikitext_400287_614,baseline,wikitext_modern_encyclopedic,,,,,193,61.366,10.419,0.5989,76.64,1.125,3,24.125,11.353,0.5,0.5294,0.0,2.402,12.25,0.4865,1.1536,3.5,8
wikitext_400287_615,baseline,wikitext_modern_encyclopedic,,,,,157,61.75,9.088,0.6138,91.51,0.2857,1,22.429,17.444,0.2222,0.2222,0.0,3.1426,15.714,0.3867,1.7678,4.714,7
wikitext_782643_616,baseline,wikitext_modern_encyclopedic,,,,,178,56.002,12.15,0.5595,80.85,1.1667,4,29.667,12.714,0.6667,0.5714,0.0247,2.6325,14.833,0.4535,1.3779,4.333,6
wikitext_782643_617,baseline,wikitext_modern_encyclopedic,,,,,138,63.569,11.058,0.7176,131.0,0.8,2,27.6,15.333,0.5714,0.4444,0.0,2.4163,13.8,0.4511,1.211,4.2,5
wikitext_620732_618,baseline,wikitext_modern_encyclopedic,,,,,208,59.537,12.146,0.5612,77.66,1.5714,2,29.714,10.4,0.875,0.65,0.0215,2.6573,13.143,0.4527,1.4172,4.286,7
wikitext_672374_619,baseline,wikitext_modern_encyclopedic,,,,,155,61.842,12.831,0.6458,77.12,1.6,2,31.0,8.611,1.0,0.7222,0.0152,2.5616,14.4,0.42,1.307,3.6,5
wikitext_977587_620,baseline,wikitext_modern_encyclopedic,,,,,212,55.228,11.19,0.6355,60.67,0.6667,1,23.556,11.778,0.5833,0.5,0.0282,2.5728,13.0,0.3744,1.3298,4.0,9
wikitext_384936_621,baseline,wikitext_modern_encyclopedic,,,,,147,39.816,11.75,0.6552,95.53,0.6667,2,24.5,13.364,0.4,0.4545,0.0725,2.4781,12.0,0.4965,1.2209,3.667,6
wikitext_113240_622,baseline,wikitext_modern_encyclopedic,,,,,283,43.757,7.874,0.5435,83.46,0.6471,2,16.824,8.667,0.4762,0.4848,0.0382,2.4125,9.882,0.5167,1.1314,3.118,17
wikitext_654890_623,baseline,wikitext_modern_encyclopedic,,,,,162,35.814,8.069,0.6352,79.5,0.4,2,16.5,12.692,0.3,0.3077,0.033,2.6961,10.4,0.4645,1.1703,3.5,10
wikitext_334008_624,baseline,wikitext_modern_encyclopedic,,,,,125,28.507,18.368,0.65,78.27,2.3333,3,41.667,9.615,1.0,0.7692,0.0345,3.3609,26.0,0.4672,1.9016,4.667,3
wikitext_334008_625,baseline,wikitext_modern_encyclopedic,,,,,222,28.985,12.473,0.5917,69.42,1.25,4,27.75,9.25,0.5556,0.6667,0.0619,2.7443,19.25,0.5187,1.4049,4.125,8
wikitext_309905_626,baseline,wikitext_modern_encyclopedic,,,,,138,51.073,8.693,0.6377,66.53,1.0,2,23.0,9.857,0.625,0.5714,0.0299,2.6199,14.833,0.4924,1.1966,3.333,6
wikitext_309905_627,baseline,wikitext_modern_encyclopedic,,,,,144,31.488,12.4,0.6736,91.71,1.1667,2,24.0,9.6,0.8,0.6,0.0649,2.8603,13.0,0.4855,1.4455,4.5,6
wikitext_980166_628,baseline,wikitext_modern_encyclopedic,,,,,157,56.687,2.861,0.5289,26.71,1.0,2,39.25,19.625,0.375,0.625,0.0725,2.9411,25.75,0.5163,1.4427,4.25,4
wikitext_244717_629,baseline,wikitext_modern_encyclopedic,,,,,141,38.19,10.219,0.617,64.66,0.5714,3,20.143,11.75,0.25,0.4167,0.12,1.9614,8.143,0.5075,0.8002,2.857,7
wikitext_244717_630,baseline,wikitext_modern_encyclopedic,,,,,170,27.92,9.63,0.6391,86.22,0.2727,1,15.455,12.143,0.2308,0.2143,0.0612,2.0844,7.727,0.4969,0.8797,2.727,11
wikitext_283337_631,baseline,wikitext_modern_encyclopedic,,,,,133,20.894,11.436,0.5985,47.74,0.4286,2,19.0,13.3,0.25,0.3,0.1013,2.0907,8.857,0.4444,0.9015,2.857,7
wikitext_283337_632,baseline,wikitext_modern_encyclopedic,,,,,120,29.4,6.246,0.6486,61.52,0.5,2,20.167,13.444,0.2857,0.3333,0.1094,2.676,11.833,0.5391,1.2128,3.5,6
wikitext_283337_633,baseline,wikitext_modern_encyclopedic,,,,,194,43.902,6.751,0.6703,85.66,0.5556,2,21.556,13.857,0.2727,0.3571,0.0488,2.731,13.667,0.5459,1.3595,3.889,9
wikitext_744027_634,baseline,wikitext_modern_encyclopedic,,,,,262,19.57,16.254,0.5837,78.32,1.375,2,32.75,11.391,0.8,0.6522,0.0909,2.8562,18.5,0.4134,1.4996,3.875,8
wikitext_744027_635,baseline,wikitext_modern_encyclopedic,,,,,190,19.762,12.941,0.6096,62.33,0.75,1,23.75,13.571,0.6364,0.5,0.1471,2.3583,10.25,0.3901,1.1211,3.25,8
wikitext_501118_636,baseline,wikitext_modern_encyclopedic,,,,,157,41.964,9.719,0.6258,85.77,0.75,2,19.625,10.467,0.3333,0.6,0.0492,2.1863,8.25,0.5034,0.9587,3.0,8
wikitext_501118_637,baseline,wikitext_modern_encyclopedic,,,,,179,49.899,10.753,0.6704,106.98,1.25,2,22.375,9.421,0.7273,0.5789,0.0122,2.1085,9.875,0.4327,0.9411,3.0,8
wikitext_501118_638,baseline,wikitext_modern_encyclopedic,,,,,137,45.023,13.203,0.7176,131.0,1.4,2,27.4,9.786,0.7143,0.6429,0.0465,2.4013,12.2,0.5076,1.2014,3.6,5
wikitext_670371_639,baseline,wikitext_modern_encyclopedic,,,,,138,34.143,13.639,0.6277,74.98,0.8,2,27.6,11.5,0.5,0.5833,0.0323,2.6282,12.0,0.5338,1.3486,4.0,5
wikitext_670371_640,baseline,wikitext_modern_encyclopedic,,,,,219,25.195,16.129,0.6037,93.02,1.375,2,27.375,10.95,0.9,0.65,0.0741,2.4528,14.875,0.4764,1.2483,3.375,8
wikitext_396964_641,baseline,wikitext_modern_encyclopedic,,,,,146,46.597,9.644,0.6923,95.78,0.7143,2,20.857,10.429,0.3,0.5,0.0851,2.6414,13.0,0.4964,1.3533,3.714,7
wikitext_396964_642,baseline,wikitext_modern_encyclopedic,,,,,354,42.258,13.095,0.5316,77.1,1.2308,3,27.231,11.062,0.8,0.5938,0.0565,2.2909,10.231,0.4839,1.1021,3.308,13
wikitext_913255_643,baseline,wikitext_modern_encyclopedic,,,,,194,40.903,13.292,0.5855,74.86,1.1429,3,27.714,10.778,0.6667,0.6111,0.0597,2.4176,14.571,0.4545,1.2316,3.714,7
wikitext_913255_644,baseline,wikitext_modern_encyclopedic,,,,,172,36.304,12.219,0.6294,80.81,1.6667,2,28.667,9.053,1.0,0.6842,0.0789,2.4457,15.667,0.4759,1.2135,3.333,6
wikitext_913255_645,baseline,wikitext_modern_encyclopedic,,,,,152,26.259,16.612,0.66,100.61,1.0,2,30.4,10.857,0.7778,0.6429,0.1,2.6519,17.0,0.4286,1.4108,3.8,5
wikitext_913255_646,baseline,wikitext_modern_encyclopedic,,,,,180,33.625,13.611,0.6158,69.58,0.8571,1,25.714,12.857,0.6667,0.5,0.1111,2.2495,10.571,0.4971,1.0779,3.571,7
wikitext_913255_647,baseline,wikitext_modern_encyclopedic,,,,,175,35.948,12.892,0.6374,89.83,1.1429,2,25.143,9.778,0.75,0.6111,0.1618,2.7564,12.143,0.4734,1.4753,4.286,7
wikitext_709922_648,baseline,wikitext_modern_encyclopedic,,,,,142,39.789,12.825,0.6643,71.04,2.0,3,28.6,8.938,0.875,0.6875,0.0816,2.8497,16.0,0.5145,1.5945,4.0,5
wikitext_709922_649,baseline,wikitext_modern_encyclopedic,,,,,158,32.93,10.939,0.6494,81.64,1.5,3,26.667,10.0,0.6,0.625,0.058,2.4685,12.667,0.5,1.1868,3.5,6
wikitext_709922_650,baseline,wikitext_modern_encyclopedic,,,,,143,23.988,15.331,0.6357,72.88,1.6,4,28.6,8.938,0.8,0.6875,0.1556,2.4082,14.6,0.5217,1.1932,3.6,5
wikitext_106185_651,baseline,wikitext_modern_encyclopedic,,,,,234,19.613,17.559,0.5837,84.49,1.8571,3,33.429,8.667,0.9,0.7407,0.117,2.8477,17.857,0.4493,1.5735,4.286,7
wikitext_106185_652,baseline,wikitext_modern_encyclopedic,,,,,230,27.826,17.058,0.5973,95.5,1.3333,4,38.333,12.105,0.7143,0.6842,0.1294,2.5427,17.333,0.4777,1.3432,4.167,6
wikitext_106185_653,baseline,wikitext_modern_encyclopedic,,,,,223,46.25,10.48,0.65,122.8,0.9,2,22.3,10.136,0.6667,0.5909,0.1,2.2381,10.1,0.4813,1.0003,3.0,10
wikitext_106185_654,baseline,wikitext_modern_encyclopedic,,,,,170,45.703,12.933,0.5893,73.6,1.6,5,34.0,12.143,0.4286,0.6429,0.0667,2.4803,17.8,0.503,1.2749,3.6,5
wikitext_106185_655,baseline,wikitext_modern_encyclopedic,,,,,328,33.678,15.066,0.5932,116.34,1.25,4,27.333,10.581,0.8667,0.6452,0.1102,2.657,14.167,0.4574,1.3915,4.0,12
wikitext_372699_656,baseline,wikitext_modern_encyclopedic,,,,,238,38.719,14.854,0.6309,100.29,1.25,3,29.75,9.52,0.6364,0.68,0.038,2.3731,13.25,0.4391,1.1877,3.625,8
wikitext_372699_657,baseline,wikitext_modern_encyclopedic,,,,,177,54.987,11.456,0.6364,97.34,1.4286,3,25.286,8.85,0.875,0.65,0.0597,2.3334,12.0,0.5,1.1394,3.571,7
wikitext_372699_658,baseline,wikitext_modern_encyclopedic,,,,,174,33.43,17.459,0.6092,62.76,1.8,3,34.8,8.286,0.7,0.7619,0.0845,2.6799,16.6,0.4911,1.4739,4.0,5
wikitext_372699_659,baseline,wikitext_modern_encyclopedic,,,,,154,43.729,14.251,0.5649,46.26,3.0,4,30.8,6.696,1.0,0.7826,0.0833,2.3651,10.2,0.5235,1.1931,3.8,5
wikitext_372699_660,baseline,wikitext_modern_encyclopedic,,,,,140,46.341,9.21,0.6739,81.35,0.8333,3,23.333,10.0,0.5,0.5714,0.0217,2.4352,10.833,0.4104,1.2127,3.5,6
wikitext_843694_661,baseline,wikitext_modern_encyclopedic,,,,,189,41.116,13.342,0.6578,71.08,1.2857,3,27.0,8.591,0.75,0.6818,0.1013,2.5615,15.143,0.4011,1.3151,3.714,7
wikitext_843694_662,baseline,wikitext_modern_encyclopedic,,,,,181,23.327,19.189,0.6778,99.87,2.6,4,36.2,7.87,0.7778,0.7826,0.0845,2.5545,14.0,0.4773,1.3479,4.0,5
wikitext_843694_663,baseline,wikitext_modern_encyclopedic,,,,,158,29.182,12.261,0.6561,83.73,1.3333,2,26.333,11.286,0.8571,0.5714,0.1618,2.5016,12.333,0.5263,1.2581,3.667,6
wikitext_843694_664,baseline,wikitext_modern_encyclopedic,,,,,144,28.966,15.49,0.6736,107.64,2.25,3,36.0,10.286,1.0,0.7143,0.1429,2.6946,15.5,0.4929,1.4842,4.5,4
wikitext_843694_665,baseline,wikitext_modern_encyclopedic,,,,,161,41.614,11.15,0.6667,90.13,1.5714,2,23.0,8.944,0.7273,0.6111,0.0455,2.412,9.857,0.4286,1.18,3.286,7
wikitext_843694_666,baseline,wikitext_modern_encyclopedic,,,,,162,24.593,17.001,0.65,81.58,2.2,4,32.4,9.0,0.8571,0.7222,0.1618,2.7488,13.4,0.4904,1.5697,4.4,5
wikitext_843694_667,baseline,wikitext_modern_encyclopedic,,,,,152,34.051,15.277,0.5987,66.03,1.8,3,30.4,9.5,0.75,0.6875,0.1071,2.4476,12.2,0.5034,1.2734,3.6,5
wikitext_140714_668,baseline,wikitext_modern_encyclopedic,,,,,224,40.382,10.067,0.5909,71.6,0.6,1,22.4,12.444,0.4706,0.4444,0.0488,2.5541,12.5,0.4953,1.2837,3.7,10
wikitext_140714_669,baseline,wikitext_modern_encyclopedic,,,,,234,27.469,15.581,0.5826,78.68,1.25,2,29.25,12.316,0.6154,0.5789,0.1071,2.3711,10.875,0.4646,1.1935,3.75,8
wikitext_140714_670,baseline,wikitext_modern_encyclopedic,,,,,148,45.899,10.336,0.6014,63.56,1.2857,3,21.143,8.706,0.8571,0.5882,0.0625,2.0941,8.571,0.4397,0.9404,2.857,7
wikitext_140714_671,baseline,wikitext_modern_encyclopedic,,,,,158,32.86,13.769,0.6688,87.51,2.4,6,31.6,7.182,1.0,0.7727,0.0833,2.3951,16.2,0.4706,1.1759,3.0,5
wikitext_224377_672,baseline,wikitext_modern_encyclopedic,,,,,180,49.765,9.582,0.5965,68.13,1.125,3,22.5,9.474,0.6154,0.5789,0.0893,2.4654,11.75,0.4593,1.2188,3.375,8
wikitext_145800_673,baseline,wikitext_modern_encyclopedic,,,,,287,35.914,12.624,0.5532,75.3,1.3636,3,26.091,9.897,0.6471,0.6207,0.0696,2.4476,12.273,0.4529,1.2125,3.727,11
wikitext_145800_674,baseline,wikitext_modern_encyclopedic,,,,,138,40.038,11.384,0.697,83.64,1.0,2,23.0,10.615,0.8571,0.5385,0.0612,2.2808,13.0,0.4318,1.0727,3.5,6
wikitext_145800_675,baseline,wikitext_modern_encyclopedic,,,,,255,46.256,12.292,0.5462,81.82,1.5556,3,28.333,9.444,0.8,0.6667,0.0543,2.3069,13.889,0.4146,1.1326,3.111,9
wikitext_145800_676,baseline,wikitext_modern_encyclopedic,,,,,196,36.076,12.968,0.623,84.06,1.875,5,24.5,7.84,0.8,0.68,0.1429,2.1556,12.125,0.4415,1.0048,3.375,8
wikitext_542165_677,baseline,wikitext_modern_encyclopedic,,,,,134,14.997,18.126,0.5769,44.52,1.0,2,33.75,15.0,0.6667,0.5556,0.0513,2.6216,14.0,0.458,1.3896,3.75,4
wikitext_542165_678,baseline,wikitext_modern_encyclopedic,,,,,282,29.532,15.654,0.513,70.29,1.5556,3,31.667,10.962,0.9,0.6538,0.1395,2.3877,15.333,0.5,1.2001,3.333,9
wikitext_542165_679,baseline,wikitext_modern_encyclopedic,,,,,245,27.96,15.968,0.5917,77.28,1.25,3,30.625,11.667,0.6,0.619,0.1461,2.3217,10.75,0.4726,1.1579,3.5,8
wikitext_121742_680,baseline,wikitext_modern_encyclopedic,,,,,269,35.143,12.418,0.6198,88.09,1.0,2,24.455,11.696,0.6923,0.5217,0.0714,2.5,12.636,0.469,1.2319,3.545,11
wikitext_580683_681,baseline,wikitext_modern_encyclopedic,,,,,135,48.707,8.188,0.6889,99.71,0.875,3,16.875,9.0,0.3846,0.4667,0.0833,2.3891,9.125,0.4567,1.0694,3.375,8
wikitext_580683_682,baseline,wikitext_modern_encyclopedic,,,,,289,46.249,9.834,0.5972,94.33,0.9286,2,20.643,8.758,0.8,0.5758,0.0391,2.3335,10.786,0.5418,1.0802,3.357,14
wikitext_408780_683,baseline,wikitext_modern_encyclopedic,,,,,239,18.089,20.747,0.6067,91.55,2.0,3,39.833,9.56,0.7778,0.76,0.1122,3.0487,22.333,0.5021,1.7231,4.833,6
wikitext_408780_684,baseline,wikitext_modern_encyclopedic,,,,,178,19.086,19.127,0.6685,99.09,3.4,5,35.6,6.593,1.0,0.8148,0.1538,2.6397,15.0,0.4855,1.3967,4.0,5
wikitext_408780_685,baseline,wikitext_modern_encyclopedic,,,,,214,-0.116,19.255,0.6215,84.71,1.5,2,35.667,12.588,0.625,0.6471,0.1028,2.3763,11.333,0.4375,1.1828,4.0,6
wikitext_408780_686,baseline,wikitext_modern_encyclopedic,,,,,145,21.619,15.449,0.6853,101.91,1.25,3,36.25,14.5,0.6,0.6,0.1087,2.8234,15.25,0.5035,1.4705,4.0,4
wikitext_424871_687,baseline,wikitext_modern_encyclopedic,,,,,128,30.522,10.15,0.7222,126.5,1.1667,3,21.333,9.846,0.7143,0.5385,0.0357,2.4124,10.0,0.5246,1.0689,3.333,6
wikitext_424871_688,baseline,wikitext_modern_encyclopedic,,,,,137,35.142,13.997,0.6541,72.14,1.0,1,34.25,13.7,1.0,0.6,0.0682,2.8551,16.0,0.4662,1.571,4.5,4
wikitext_912730_689,baseline,wikitext_modern_encyclopedic,,,,,132,62.674,4.067,0.5725,70.96,1.25,2,33.0,12.0,1.0,0.6364,0.0,3.224,30.5,0.5312,1.7931,4.5,4
wikitext_912730_690,baseline,wikitext_modern_encyclopedic,,,,,163,54.545,7.447,0.6188,85.28,0.3333,1,27.167,20.375,0.2727,0.25,0.0159,2.5071,12.167,0.4777,1.2398,4.167,6
wikitext_912730_691,baseline,wikitext_modern_encyclopedic,,,,,278,56.259,6.31,0.5275,67.03,0.6364,2,25.273,14.632,0.4118,0.4211,0.0161,2.5917,13.636,0.4869,1.3071,3.364,11
wikitext_236350_692,baseline,wikitext_modern_encyclopedic,,,,,295,33.618,12.962,0.5822,85.17,1.375,2,36.875,12.292,0.8333,0.6667,0.1154,2.8962,16.875,0.4983,1.6234,4.75,8
wikitext_978417_693,baseline,wikitext_modern_encyclopedic,,,,,203,60.989,4.819,0.5255,60.39,1.0,3,22.556,10.684,0.4375,0.5263,0.0,2.5737,10.889,0.4948,1.2445,3.556,9
wikitext_978417_694,baseline,wikitext_modern_encyclopedic,,,,,155,55.624,11.832,0.6053,67.88,1.0,2,25.833,10.333,0.5,0.6,0.0286,2.4948,17.0,0.4899,1.3202,3.833,6
wikitext_93948_695,baseline,wikitext_modern_encyclopedic,,,,,228,55.455,10.163,0.4888,65.23,0.4,1,22.8,16.286,0.2222,0.2857,0.0122,2.2707,10.7,0.445,1.0872,3.2,10
wikitext_93948_696,baseline,wikitext_modern_encyclopedic,,,,,167,64.11,5.596,0.6346,102.17,0.6667,2,18.556,11.929,0.5,0.4286,0.0317,2.1323,8.667,0.4684,0.9034,2.667,9
wikitext_82628_697,baseline,wikitext_modern_encyclopedic,,,,,216,52.954,9.342,0.5888,94.44,0.9091,3,19.636,9.818,0.4118,0.5,0.0476,2.5281,10.455,0.4683,1.2265,3.364,11
wikitext_696611_698,baseline,wikitext_modern_encyclopedic,,,,,186,46.046,9.295,0.6175,63.53,1.0,2,20.667,9.3,0.7143,0.55,0.0481,2.3948,9.667,0.4633,1.1363,3.222,9
wikitext_943468_699,baseline,wikitext_modern_encyclopedic,,,,,270,37.161,13.892,0.5768,68.92,1.6,4,27.0,9.31,0.8182,0.6897,0.0826,2.4155,11.5,0.4923,1.2202,3.6,10
wikitext_943468_700,baseline,wikitext_modern_encyclopedic,,,,,124,36.613,6.547,0.7059,70.33,0.3636,2,11.273,12.4,0.5,0.4,0.0702,2.165,8.455,0.5487,0.8169,2.182,11
wikitext_943468_701,baseline,wikitext_modern_encyclopedic,,,,,155,21.357,10.999,0.6144,65.55,2.0,3,31.0,9.118,0.8333,0.7059,0.061,2.902,17.0,0.52,1.6514,4.4,5
wikitext_727624_702,baseline,wikitext_modern_encyclopedic,,,,,197,46.767,10.604,0.6154,79.68,1.625,3,24.625,8.955,0.7273,0.6818,0.0427,2.5333,11.375,0.5185,1.2911,3.75,8
wikitext_727624_703,baseline,wikitext_modern_encyclopedic,,,,,164,71.027,4.056,0.5987,78.15,0.7143,2,23.429,11.714,0.3636,0.5,0.013,2.8675,16.286,0.3949,1.4453,4.0,7
wikitext_727624_704,baseline,wikitext_modern_encyclopedic,,,,,229,64.444,5.99,0.5074,37.43,1.1111,5,25.444,10.905,0.2941,0.5714,0.008,2.6419,12.444,0.4955,1.2009,3.444,9
wikitext_22929_705,baseline,wikitext_modern_encyclopedic,,,,,190,41.504,9.051,0.6541,118.01,1.5714,4,27.143,10.556,0.75,0.6111,0.0459,2.4278,12.143,0.4809,1.139,3.857,7
wikitext_845458_706,baseline,wikitext_modern_encyclopedic,,,,,182,47.132,7.32,0.5691,63.88,1.0,2,26.0,13.0,0.4545,0.5,0.0326,2.4354,13.714,0.52,1.1762,3.571,7
wikitext_845458_707,baseline,wikitext_modern_encyclopedic,,,,,231,60.866,4.58,0.5231,55.39,0.5,1,23.1,15.4,0.4167,0.4,0.0081,2.4125,11.0,0.4796,1.1558,3.6,10
wikitext_447636_708,baseline,wikitext_modern_encyclopedic,,,,,189,39.17,11.712,0.6541,85.34,1.375,3,23.625,9.947,0.6,0.5789,0.0385,2.3668,12.25,0.4475,1.094,3.75,8
wikitext_476050_709,baseline,wikitext_modern_encyclopedic,,,,,232,32.32,11.365,0.6589,97.43,0.75,2,19.333,10.545,0.4167,0.5909,0.049,2.3776,9.333,0.4773,0.9924,3.333,12
wikitext_92251_710,baseline,wikitext_modern_encyclopedic,,,,,135,50.02,7.927,0.7008,111.44,1.5,3,22.667,8.0,0.8571,0.6471,0.0167,2.4567,12.0,0.4462,1.1263,3.333,6
wikitext_401535_711,baseline,wikitext_modern_encyclopedic,,,,,262,50.593,10.387,0.6094,112.47,1.1818,4,23.818,9.357,0.7222,0.6071,0.0648,2.4553,12.273,0.4701,1.2011,3.545,11
wikitext_269304_712,baseline,wikitext_modern_encyclopedic,,,,,188,43.182,14.211,0.6175,83.48,1.5,3,31.5,11.118,0.5556,0.6471,0.05,3.0933,18.167,0.5137,1.7374,4.667,6
wikitext_387220_713,baseline,wikitext_modern_encyclopedic,,,,,129,60.902,7.771,0.621,57.3,1.3333,3,21.667,8.125,0.7778,0.6875,0.0889,2.824,13.333,0.5565,1.4766,3.833,6
wikitext_966363_714,baseline,wikitext_modern_encyclopedic,,,,,149,48.767,10.492,0.6554,85.36,1.6667,3,24.833,7.842,0.7143,0.6842,0.0702,2.6547,14.167,0.5175,1.3242,3.5,6
wikitext_385068_715,baseline,wikitext_modern_encyclopedic,,,,,131,54.868,9.928,0.6953,99.76,1.0,3,21.833,10.917,0.5,0.5,0.0182,2.5188,9.333,0.584,1.2408,3.833,6
wikitext_162392_716,baseline,wikitext_modern_encyclopedic,,,,,199,51.872,9.248,0.5949,67.71,0.4444,2,22.333,11.167,0.2727,0.5,0.0923,2.2138,10.111,0.5521,1.0072,2.889,9
wikitext_664421_717,baseline,wikitext_modern_encyclopedic,,,,,184,31.337,15.207,0.6444,90.0,1.5,4,30.667,11.5,0.8889,0.625,0.0778,2.4221,15.5,0.3764,1.1592,3.333,6
wikitext_664421_718,baseline,wikitext_modern_encyclopedic,,,,,183,37.069,11.944,0.6538,101.38,0.5,2,22.875,15.25,0.3333,0.3333,0.1263,2.3759,10.375,0.4286,1.0962,3.5,8
wikitext_301928_719,baseline,wikitext_modern_encyclopedic,,,,,172,50.292,7.094,0.7209,161.9,0.5,1,21.5,14.333,0.4444,0.3333,0.0,2.4102,11.625,0.5305,1.1415,3.125,8
wikitext_656619_720,baseline,wikitext_modern_encyclopedic,,,,,298,47.612,11.663,0.5502,69.46,1.0,2,27.091,12.957,0.7857,0.5217,0.0636,2.6178,14.818,0.5017,1.3055,3.909,11
wikitext_99139_721,baseline,wikitext_modern_encyclopedic,,,,,209,56.972,9.746,0.5407,40.7,0.8889,3,23.222,9.087,0.5,0.6087,0.0568,2.3867,11.444,0.505,1.1699,3.444,9
wikitext_203500_722,baseline,wikitext_modern_encyclopedic,,,,,179,39.108,17.584,0.6425,98.76,2.2,5,35.8,8.136,0.8571,0.7727,0.037,3.073,21.2,0.4943,1.7785,4.4,5
wikitext_639016_723,baseline,wikitext_modern_encyclopedic,,,,,240,71.89,7.387,0.5375,67.35,1.5455,3,21.818,7.059,0.6875,0.7059,0.028,2.4051,11.545,0.5066,1.1662,3.364,11
wikitext_639016_724,baseline,wikitext_modern_encyclopedic,,,,,167,72.201,9.858,0.5449,36.06,1.8333,3,27.833,8.789,0.8182,0.6842,0.0282,2.9974,18.333,0.5342,1.723,4.333,6
wikitext_866267_725,baseline,wikitext_modern_encyclopedic,,,,,212,36.49,17.12,0.5472,56.3,2.0,4,42.4,9.217,0.5556,0.7826,0.0532,2.9905,19.6,0.4976,1.6857,4.6,5
wikitext_400859_726,baseline,wikitext_modern_encyclopedic,,,,,274,60.394,8.277,0.5409,75.68,0.6154,2,21.077,13.048,0.4375,0.381,0.0319,2.6889,11.923,0.4713,1.3974,4.231,13
wikitext_910800_727,baseline,wikitext_modern_encyclopedic,,,,,149,43.657,11.18,0.7055,146.0,0.6667,2,24.833,13.545,0.4545,0.4545,0.0392,3.0248,15.5,0.5385,1.6706,5.0,6
wikitext_719186_728,baseline,wikitext_modern_encyclopedic,,,,,156,55.146,9.479,0.5436,52.89,0.8333,2,26.0,13.0,0.7,0.5,0.08,2.6929,11.833,0.44,1.4577,4.0,6
wikitext_378731_729,baseline,wikitext_modern_encyclopedic,,,,,254,50.956,11.636,0.5294,63.45,1.375,3,32.0,12.8,0.6923,0.6,0.0114,2.9355,15.625,0.4113,1.6767,4.375,8
wikitext_378731_730,baseline,wikitext_modern_encyclopedic,,,,,156,66.534,8.174,0.6783,89.32,0.5714,1,22.429,14.273,0.5,0.3636,0.05,2.5362,12.429,0.44,1.3149,3.714,7
wikitext_692102_731,baseline,wikitext_modern_encyclopedic,,,,,350,68.223,7.415,0.5172,58.97,0.9231,3,27.0,12.103,0.5,0.5862,0.0811,2.6364,13.077,0.4142,1.4157,4.385,13
wikitext_879697_732,baseline,wikitext_modern_encyclopedic,,,,,255,71.472,5.004,0.5455,77.41,0.6154,1,19.692,11.13,0.5294,0.4348,0.093,2.5494,10.846,0.4733,1.2824,3.769,13
wikitext_440505_733,baseline,wikitext_modern_encyclopedic,,,,,196,68.016,8.777,0.5657,64.92,0.4286,2,28.571,18.182,0.1818,0.4545,0.0267,2.8468,15.857,0.5078,1.5941,4.0,7
